iter	Logloss
166	0.4806081321
167	0.4805458762
168	0.4804772394
169	0.4803211559
170	0.4802171742
171	0.4799894021
172	0.4798678311
173	0.4797683993
174	0.479642112
175	0.4795430686
176	0.4794336492
177	0.4793070845
178	0.4791614324
179	0.4791582697
180	0.4790639426
181	0.4789443137
182	0.4788835005
183	0.4788542037
184	0.4786848034
185	0.4785975231
186	0.4784876043
187	0.4782874645
188	0.4782175515
189	0.4781061346
190	0.4779717463
191	0.4778791948
192	0.4777823153
193	0.4776134699
194	0.4774860729
195	0.4773494096
196	0.4772752242
197	0.4771995961
198	0.4771899414
199	0.4771204723
200	0.476819347
201	0.4767145885
202	0.4765352006
203	0.476389715
204	0.4762940563
205	0.4762392356
206	0.4761344216
207	0.4760252242
208	0.4759438255
209	0.4758560458
210	0.4758236417
211	0.4756976873
212	0.4756352095
213	0.4755503152
214	0.4754706365
215	0.4753505083
216	0.4752120694
217	0.4750953258
218	0.4749533913
219	0.4748824796
220	0.474704035
221	0.4745702015
222	0.4744744873
223	0.474374889
224	0.474188066
225	0.4740916859
226	0.473941373
227	0.4738212447
228	0.4737042791
229	0.4735053045
230	0.47332858
231	0.4732326993
232	0.4731549072
233	0.4729248602
234	0.4727998491
235	0.4727477472
236	0.4725361772
237	0.4723948531
238	0.4722951438
239	0.4722131348
240	0.4721514893
241	0.472008556
242	0.4718742787
243	0.4717067094
244	0.4716277521
245	0.4714525257
246	0.4713165838
247	0.4711425781
248	0.470974454
249	0.4708603738
250	0.4707798074
251	0.4706519664
252	0.4705533669
253	0.4704663086
254	0.4703579434
255	0.4702494673
256	0.4701797208
257	0.470039118
258	0.4698658891
259	0.4697495339
260	0.4696732955
261	0.4695649303
262	0.4693983043
263	0.4692032138
264	0.4690616122
265	0.4689584073
266	0.4687834029
267	0.4686977317
268	0.4685976341
269	0.4684810014
270	0.4683726918
271	0.4682540061
272	0.4680714
273	0.4679700262
274	0.4678950639
275	0.4677601762
276	0.4675791238
277	0.4675523793
278	0.4674192116
279	0.4672483132
280	0.4671343994
281	0.4669809792
282	0.4668513627
283	0.4667345637
284	0.4666732511
285	0.4665408603
286	0.46639199
287	0.4661931263
288	0.4660272772
289	0.4658819025
290	0.4657915705
291	0.4656584029
292	0.4656092418
293	0.4655796675
294	0.46549555
295	0.4654656982
296	0.4654163707
297	0.4653288685
298	0.4651684848
299	0.4651454301
300	0.4650055209
301	0.4649312522
302	0.4648387007
303	0.4647504217
304	0.4645365767
305	0.4644663863
306	0.4643442605
307	0.4641997736
308	0.4640120073
309	0.4639795477
310	0.4638497093
311	0.4636909069
312	0.463508384
313	0.4633825684
314	0.4632449618
315	0.4631155118
316	0.4630273992
317	0.4628775024
318	0.4626711759
319	0.4626006803
320	0.4625317383
321	0.4624647106
322	0.462336398
323	0.46216783
324	0.4619916326
325	0.4618646795
326	0.4617865545
327	0.4616582697
328	0.4616205666
329	0.4615082897
330	0.461356867
331	0.461274858
332	0.4611517889
333	0.4610776312
334	0.4609739546
335	0.4608679199
336	0.4607748968
337	0.4607049561
338	0.4605591375
339	0.4604340987
340	0.4603397994
341	0.4600226385
342	0.4598016357
343	0.4596870006
344	0.4595500599
345	0.4595003995
346	0.4593323031
347	0.4592156428
348	0.4591060569
349	0.4590255182
350	0.458852983
351	0.4587010609
352	0.4586128374
353	0.4585057207
354	0.4583538541
355	0.458266768
356	0.4581572654
357	0.4580152477
358	0.4579716908
359	0.4578495927
360	0.4577547385
361	0.4576328624
362	0.4574882091
363	0.4573530995
364	0.4572570801
365	0.4570956421
366	0.4569034646
367	0.4567836137
368	0.4566548018
369	0.4565364213
370	0.4564013672
371	0.4562662021
372	0.4561829723
373	0.4560308283
374	0.4559260698
375	0.4557918757
376	0.4557405506
377	0.4556041371
378	0.4555224609
379	0.4554454457
380	0.4553486495
381	0.4551722856
382	0.4550767933
383	0.4549593284
384	0.4548438055
385	0.4547425981
386	0.4546585083
387	0.4545140769
388	0.4544578414
389	0.4542038241
390	0.4541011186
391	0.4540098433
392	0.4538179432
393	0.4537227006
394	0.4536087314
395	0.4534715132
396	0.4533341286
397	0.4532004616
398	0.4530621615
399	0.4529083252
400	0.4527068537
401	0.4525606468
402	0.4524964489
403	0.452339755
404	0.4522706743
405	0.452121804
406	0.4518050593
407	0.4517146717
408	0.4515695468
409	0.4514385431
410	0.4513406095
411	0.4512267512
412	0.4510716109
413	0.4509218805
414	0.4508506636
415	0.450764604
416	0.4506838157
417	0.4505841342
418	0.4504940241
419	0.4502988226
420	0.4501525879
421	0.4500449441
422	0.449881897
423	0.449776001
424	0.44964017
425	0.4495130227
426	0.4493948642
427	0.4493099698
428	0.4491712536
429	0.4490619174
430	0.4490041005
431	0.4488675759
432	0.4488100087
433	0.4487566584
434	0.4486343106
435	0.4485394565
436	0.4484287331
437	0.4482908492
438	0.4482117254
439	0.4479212536
440	0.4477784868
441	0.4476601341
442	0.4475505205
443	0.4474260087
444	0.4473609508
445	0.447204146
446	0.4471061013
447	0.4470144931
448	0.4468837114
449	0.4468023404
450	0.4466535256
451	0.4465508478
452	0.4464852073
453	0.4463593916
454	0.4461960116
455	0.4460975786
456	0.4460225608
457	0.4458653121
458	0.4457654918
459	0.4456703602
460	0.4456003085
461	0.4454782937
462	0.4453715931
463	0.4452562089
464	0.4450587047
465	0.4449249545
466	0.4448104581
467	0.4447493397
468	0.4446482988
469	0.4445370483
470	0.4444071822
471	0.4442768999
472	0.4440998147
473	0.4440334806
474	0.4439744984
475	0.4438891324
476	0.4437583785
477	0.44362682
478	0.4435551869
479	0.443468406
480	0.4434155273
481	0.4433361816
482	0.4431862571
483	0.4431016957
484	0.4430539218
485	0.4429378995
486	0.4428560292
487	0.4427712735
488	0.4426772239
489	0.4425686368
490	0.4424504228
491	0.4423263272
492	0.4422501998
493	0.4421512396
494	0.4420308339
495	0.4419290993
496	0.4418092207
497	0.4417093728
498	0.4416118552
499	0.4414850686
500	0.4414200661
501	0.4411232688
502	0.4410457542
503	0.4408977162
504	0.4408055808
505	0.4407160811
506	0.4405761164
507	0.4404806519
508	0.4403680142
509	0.4402969083
510	0.4401226252
511	0.440008212
512	0.4398806208
513	0.4397633778
514	0.4396971547
515	0.4395758057
516	0.4394815896
517	0.4392910489
518	0.4391680353
519	0.4390469083
520	0.4389079978
521	0.4388191362
522	0.4386949296
523	0.4385898382
524	0.4385071633
525	0.4383675593
526	0.4382876309
527	0.4382099498
528	0.438121005
529	0.4380030129
530	0.4378365534
531	0.4377288263
532	0.4376324463
533	0.4374492853
534	0.4373701893
535	0.4371911066
536	0.4370415427
537	0.4369225797
538	0.4368453147
539	0.4367285156
540	0.4366654275
541	0.4365813654
542	0.4364522483
543	0.4361881603
544	0.4360612349
545	0.435978671
546	0.4358593195
547	0.4357365834
548	0.4356450861
549	0.4355282315
550	0.4354253041
551	0.4352950495
552	0.4351662653
553	0.4350771262
554	0.4350295743
555	0.434953863
556	0.4347609086
557	0.4346525435
558	0.4345223722
559	0.4344070157
560	0.4343104969
561	0.4342623624
562	0.4341310813
563	0.4340558139
564	0.433887773
565	0.4337655917
566	0.4336281516
567	0.4335208407
568	0.4334318959
569	0.4333837891
570	0.4332889626
571	0.433161954
572	0.4330433239
573	0.4329422552
574	0.4328314209
575	0.4326916504
576	0.4326198509
577	0.4324759743
578	0.4322991111
579	0.4322168524
580	0.4321075994
581	0.4319670521
582	0.4318387673
583	0.4317167525
584	0.4316018677
585	0.4315042392
586	0.4313945423
587	0.4313315652
588	0.4312444791
589	0.4312020319
590	0.4310892001
591	0.4310295521
592	0.4309056785
593	0.4308156516
594	0.4306752153
595	0.4305905706
596	0.4304787653
597	0.430371288
598	0.43023038
599	0.4301771684
600	0.4300890558
601	0.4299257036
602	0.4298465798
603	0.4297498668
604	0.4296573708
605	0.4295716997
606	0.4294573697
607	0.4292930464
608	0.4291824341
609	0.429081088
610	0.4289943071
611	0.4288764537
612	0.4287571578
613	0.4286618319
614	0.4285764937
615	0.4284482644
616	0.4283498313
617	0.4282445734
618	0.4281587358
619	0.4280421309
620	0.4279573198
621	0.4278990589
622	0.4278237638
623	0.4276475941
624	0.4275419201
625	0.427368386
626	0.4272633501
627	0.4271545133
628	0.4270318049
629	0.4269768177
630	0.4268931441
631	0.4268329135
632	0.4266967773
633	0.4265988159
634	0.4265022417
635	0.4263023793
636	0.4262159868
637	0.4261164162
638	0.4259942072
639	0.4258755216
640	0.425799949
641	0.4256314364
642	0.4255680154
643	0.4254334051
644	0.4252913042
645	0.4252005005
646	0.4251408248
647	0.4250591486
648	0.4250192538
649	0.4249546675
650	0.4248525724
651	0.4247715343
652	0.4246510731
653	0.4245443448
654	0.4244702981
655	0.4243527222
656	0.4242078746
657	0.4241279741
658	0.424043801
659	0.4239807684
660	0.4238665217
661	0.4237522195
662	0.4236660489
663	0.4235645918
664	0.4234218251
665	0.4233076616
666	0.4232513428
667	0.4231945801
668	0.4231237238
669	0.4230133889
670	0.4229042192
671	0.4228030118
672	0.4227009444
673	0.4225878351
674	0.4225086282
675	0.4223495206
676	0.4222276722
677	0.4221331787
678	0.4220132724
679	0.4218970281
680	0.4217885798
681	0.4216741666
682	0.4215352006
683	0.4212681441
684	0.4211265703
685	0.4210589877
686	0.4209305364
687	0.4208559071
688	0.4207540894
689	0.4206192294
690	0.4204575972
691	0.4203540316
692	0.4202553489
693	0.4201985307
694	0.4201136364
695	0.4200379528
696	0.419909557
697	0.4198425848
698	0.4197270064
699	0.4195632102
700	0.4194598389
701	0.4193377686
702	0.4192345637
703	0.4190655518
704	0.419005016
705	0.4189303311
706	0.4188186923
707	0.4187390692
708	0.4186537309
709	0.4185531894
710	0.4184587513
711	0.4183126276
712	0.4182117809
713	0.4180829967
714	0.4179610374
715	0.4178440441
716	0.4177344027
717	0.4176329179
718	0.4175484952
719	0.417403509
720	0.4173302113
721	0.4172445679
722	0.4170977783
723	0.4170456487
724	0.4169505171
725	0.4168128551
726	0.4167585893
727	0.4166288896
728	0.4165313443
729	0.4164198442
730	0.4163157515
731	0.4162052779
732	0.4160666726
733	0.4159361128
734	0.4158002264
735	0.4157136674
736	0.4155952037
737	0.415493386
738	0.4154294101
739	0.4152866988
740	0.4151948131
741	0.4150940496
742	0.4149978915
743	0.4149111938
744	0.4148195024
745	0.4147151878
746	0.414650435
747	0.4145627663
748	0.4144301258
749	0.4143505859
750	0.4142595326
751	0.4141143521
752	0.414013006
753	0.4139069436
754	0.4138373358
755	0.4137054998
756	0.4136479603
757	0.4135291082
758	0.413462247
759	0.4133640359
760	0.4132189941
761	0.4131195068
762	0.4130495938
763	0.4129994895
764	0.4128878229
765	0.4127632835
766	0.4126621316
767	0.4125616455
768	0.4124240945
769	0.4122892345
770	0.41224282
771	0.4121838656
772	0.4121090976
773	0.4120021751
774	0.4118933105
775	0.411769964
776	0.4116888428
777	0.4116073886
778	0.411551375
779	0.4114129084
780	0.4113548695
781	0.4112537731
782	0.4111571988
783	0.4110372925
784	0.4109772838
785	0.4108851207
786	0.410777033
787	0.4106820956
788	0.4105367765
789	0.410416121
790	0.4103261497
791	0.4101846036
792	0.4101293945
793	0.4100204468
794	0.4099271185
795	0.4098114569
796	0.4097271174
797	0.4096554843
798	0.4095719771
799	0.4094960161
800	0.4093544145
801	0.4092397516
802	0.4091677579
803	0.4090684371
804	0.4089464222
805	0.4088685192
806	0.4087565197
807	0.4086342551
808	0.4085308283
809	0.4084457952
810	0.4083782404
811	0.4082912098
812	0.4082158869
813	0.4081776012
814	0.4081053023
815	0.4080073964
816	0.4078862416
817	0.4077890847
818	0.40764998
819	0.4075945767
820	0.4074561102
821	0.407351851
822	0.4072821045
823	0.4071879439
824	0.4070689253
825	0.406938532
826	0.4068255615
827	0.4066541637
828	0.4065391679
829	0.4064359908
830	0.4063433006
831	0.4062374046
832	0.4061630526
833	0.4060454213
834	0.405942577
835	0.4058676147
836	0.4057425204
837	0.4056575151
838	0.4055279818
839	0.4054283558
840	0.4052924139
841	0.4052064375
842	0.4051155229
843	0.4050645585
844	0.4049821333
845	0.4049325007
846	0.40477589
847	0.4046625588
848	0.4045700906
849	0.404474848
850	0.4043930331
851	0.404278287
852	0.4041975819
853	0.4041370184
854	0.4040522905
855	0.4039585738
856	0.4038724032
857	0.4037836803
858	0.4036542303
859	0.4035544933
860	0.403463107
861	0.4033486661
862	0.4032611084
863	0.403149858
864	0.4030238481
865	0.4029376221
866	0.4028202404
867	0.4027605646
868	0.4026990301
869	0.4026430997
870	0.4025132613
871	0.4024233176
872	0.4023414751
873	0.4021894975
874	0.4021160334
875	0.4020305287
876	0.4019410289
877	0.4018530551
878	0.4017742088
879	0.4016582975
880	0.4015697687
881	0.4015266835
882	0.4014695046
883	0.4013444658
884	0.4012422874
885	0.4011633023
886	0.4010535778
887	0.4009650213
888	0.4008222823
889	0.4007037354
890	0.4006102961
891	0.4005151645
892	0.4003388561
893	0.4002499112
894	0.400161327
895	0.4000336803
896	0.3999083363
897	0.3998057695
898	0.3997518089
899	0.3996450806
900	0.3995707286
901	0.399449019
902	0.3993854869
903	0.3992863881
904	0.3992412775
905	0.3991566051
906	0.3989540794
907	0.3988303999
908	0.398746005
909	0.3986451582
910	0.3985882568
911	0.3985265281
912	0.3984022661
913	0.3983143477
914	0.398252397
915	0.3981331565
916	0.3980678212
917	0.3979992121
918	0.3978763372
919	0.3977937456
920	0.3977324607
921	0.3976189076
922	0.3975091553
923	0.3974414895
924	0.3973300448
925	0.3972093339
926	0.3971369518
927	0.3970107755
928	0.3969128973
929	0.3968231756
930	0.3967334817
931	0.3966266147
932	0.3965699629
933	0.3964985241
934	0.3963843328
935	0.3962881747
936	0.3961981756
937	0.3960950817
938	0.3959310636
939	0.3958426181
940	0.3958105469
941	0.3957193825
942	0.3956521052
943	0.3955827748
944	0.3954356246
945	0.3953548362
946	0.3952558483
947	0.3951408525
948	0.3950369818
949	0.3949259255
950	0.3948049094
951	0.394695712
952	0.3946320135
953	0.3945505316
954	0.3944567594
955	0.3944133967
956	0.394325728
957	0.3942695479
958	0.3941483931
959	0.3940928511
960	0.3939972756
961	0.3939098011
962	0.3938439387
963	0.3937801847
964	0.3937223122
965	0.3936698497
966	0.3935584606
967	0.3934462669
968	0.3933164839
969	0.3932219349
970	0.3931564608
971	0.3930643532
972	0.3929902788
973	0.3928731468
974	0.392748635
975	0.3926624922
976	0.3925906927
977	0.3924375222
978	0.3923413641
979	0.3922866544
980	0.3921459406
981	0.3920751953
982	0.3919302646
983	0.391789745
984	0.391690868
985	0.3916131314
986	0.3914983021
987	0.3914375166
988	0.3913541759
989	0.3912472812
990	0.3911866344
991	0.3911050415
992	0.3909844416
993	0.3909098122
994	0.3908255282
995	0.3907221014
996	0.3906307151
997	0.3905823586
998	0.3904937744
999	0.3904527699
